lat,loc,lon
36.595141,"Bristol, VA",-82.1888089
44.8006775,"Stayton, OR",-122.79453329999998
46.87871759999999,"Missoula, MT",-113.996586
42.8564917,"Alto, MI",-85.38046949999998
36.1988592,"North Las Vegas, NV",-115.1175013
33.5206608,"Birmingham, AL",-86.80248999999998
42.3709299,"Watertown, MA",-71.1828321
33.9533487,"Riverside, CA",-117.3961564
34.1477849,"Pasadena, CA",-118.1445155
38.97363920000001,"Boonville, MO",-92.74324179999999
40.5865396,"Redding, CA",-122.3916754
40.5642068,"Blyton, IL",-90.2765127
41.3174524,"Macedonia, OH",-81.50477719999998
41.3073102,"Newfoundland, PA",-75.31990350000002
39.6618814,"Southport, IN",-86.1166506
33.689060299999994,"Myrtle Beach, SC",-78.8866943
33.770050399999995,"Long Beach, CA",-118.1937395
33.7489954,"Atlanta, GA",-84.3879824
38.9989499,"Florence, KY",-84.62661109999998
43.2239229,"Williamson, NY",-77.1861277
43.50723170000001,"Rothbury, MI",-86.3475717
39.9508733,"Zionsville, IN",-86.261937
40.6668916,"Murray, UT",-111.8879909
43.0481221,"Syracuse, NY",-76.14742439999998
35.0853336,"Albuquerque, NM",-106.6055534
39.2903848,"Baltimore, MD",-76.6121893
41.93752629999999,"Lyons, NE",-96.47311409999999
29.7604267,"Houston, TX",-95.3698028
45.2309536,"Aurora, OR",-122.7559267
39.7392358,"Denver, CO",-104.990251
36.3341373,"Stoney Creek, TN",-86.71190329999996
41.9164343,"Monroe, MI",-83.3977101
42.5972563,"Mount Clemens, MI",-82.87797540000003
45.783285600000006,"Billings, MT",-108.5006904
29.5821811,"Richmond, TX",-95.7607832
39.9611755,"Columbus, OH",-82.99879419999998
28.6988853,"Winter Springs, FL",-81.30812259999998
43.07305170000001,"Maison, WI",-89.4012302
26.9761707,"Port Charlotte, FL",-82.09064479999998
42.9522221,"Nashua, IA",-92.5386382
47.9789848,"Everett, WA",-122.2020795
39.7294319,"Aurora, CO",-104.8319195
32.8951262,"Azle, TX",-97.5458565
41.1947018,"Vernon, NJ",-74.49379429999998
30.108536800000003,"Maurice, LA",-92.1245688
33.9616801,"Inglewood, CA",-118.3531311
21.3875264,"Nanakuli, HI",-158.1610274
32.5594732,"East Otay Mesa, CA",-116.9734685
35.1168131,"Matthews, NC",-80.72368039999998
43.3058368,"Mission, SD",-100.6581944
33.9244531,"Dallas, GA",-84.8413056
39.9112028,"Fayetteville, PA",-77.5499888
37.9779776,"Concord, CA",-122.0310733
38.8048355,"Alexandria, VA",-77.0469214
29.6516344,"Gainesville, FL",-82.32482619999998
39.3342744,"Middle River, MD",-76.4394056
41.3621503,"La Salle, IL",-89.04182490000002
40.2859203,"Manalapan, NJ",-74.348582
47.46683839999999,"Burien, WA",-122.3405305
34.0522342,"Los Angeles, CA",-118.24368490000002
47.76095,"Bothell, WA",-122.2055884
47.1853785,"Puyallup, WA",-122.29289740000002
26.5628537,"Cape Coral, FL",-81.94953309999998
34.6182199,"Lumberton, NC",-79.00864240000001
37.4635519,"Half Moon Bay, CA",-122.4285862
34.1867623,"Lindale, GA",-85.1746725
28.0836269,"Melbourne, FL",-80.60810889999998
38.7309378,"St. Ann, MO",-90.3889622
41.4339484,"Oil City, PA",-79.7064413
47.7443867,"Bigfork, MN",-93.6540847
40.3930973,"Lewistown, IL",-90.1548421
34.01945429999999,"Santa Monica, CA",-118.4911912
33.6971468,"Menifee, CA",-117.185294
33.774269200000006,"Garden Grove, CA",-117.9379952
44.5459679,"Winslow, ME",-69.6203137
41.8712103,"Greenville, RI",-71.5520069
42.26259320000001,"Worcester, MA",-71.8022934
42.3222599,"Dearborn, MI",-83.17631449999998
40.336419,"Monroe, NJ",-74.43304739999998
40.6572331,"Whitehall, PA",-75.4985521
39.0634129,"Elizabeth, WV",-81.3951198
41.11774399999999,"Norwalk, CT",-73.4081575
34.0252164,"E. Rio Vista, CA",-118.2220544
40.70911210000001,"Magna, UT",-112.1016088
39.2190608,"Grass Valley, CA",-121.0610606
42.33142700000001,"Detroit, MI",-83.0457538
38.9108408,"Lees Summit, MO",-94.3821724
37.9746458,"San Anselmo, CA",-122.56164479999998
44.6365107,"Albany, OR",-123.1059282
36.0395247,"Henderson, NV",-114.9817213
31.9120215,"Sells, AZ",-111.881234
43.106456,"Liverpool, NY",-76.21770459999998
33.3992217,"Miami, AZ",-110.8687232
33.177294,"San tan valley, AZ",-111.5468301
40.8991963,"Centerport, NY",-73.36783879999999
39.0638705,"Grand Junction, CO",-108.5506486
32.828390899999995,"Kearny Mesa, CA",-117.1441227
35.91319960000001,"Chapel Hill, NC",-79.05584449999998
33.95260200000001,"Marietta, GA",-84.5499327
26.640628000000003,"Ft. Myers, FL",-81.87230840000002
44.0520691,"Eugene, OR",-123.08675359999998
41.3071645,"North Ogden, UT",-111.9602196
34.09611110000001,"San Gabriel, CA",-118.1058333
40.739097,"Wendover, NV",-114.073345
39.0997265,"Kansas City, MO",-94.5785667
37.5111596,"Girard, KS",-94.8380215
33.609725,"Ellenwood, GA",-84.28736620000002
39.3456484,"Thornton, WV",-79.9420176
44.21633370000001,"Elizabethtown, NY",-73.59044779999998
39.6535988,"Morrison, CO",-105.1910996
41.95844570000001,"Plymouth, MA",-70.66726209999999
40.9167654,"Paterson, NJ",-74.17181099999998
43.2128473,"Rome, NY",-75.4557303
38.9710823,"Thompson Springs, UT",-109.713735
42.60111939999999,"Monroe, WI",-89.6384532
39.8366528,"Westminster, CO",-105.03720459999998
40.41602779999999,"Crescent Valley, NV",-116.57647450000002
33.6845673,"Irvine, CA",-117.82650490000002
41.2220253,"Hanover Twp, PA",-75.9347113
33.857328,"Snellville, GA",-84.0199108
40.7256524,"Bath, PA",-75.39406989999998
44.36722220000001,"Tillicum Campground, OR",-124.0911111
26.2378597,"pompano beach, FL",-80.1247667
42.2548238,"Grass Lake, MI",-84.20395429999998
41.352597,"Woodbridge, CT",-73.0084385
42.7925777,"Waterford, NY",-73.6812293
42.1225482,"Brimfield, MA",-72.2005059
40.5736784,"South Heights, PA",-80.2356156
42.8972624,"Bloomfield, NY",-77.42142779999998
40.7766616,"Lehigh Township, PA",-75.5393155
42.40843020000001,"Revere, MA",-71.0119948
41.878711,"Pawtucket, RI",-71.38255579999998
37.4946568,"Turlock, CA",-120.8465941
33.158093300000004,"Carlsbad, CA",-117.3505939
40.76704270000001,"East Patchogue, NY",-72.9962189
32.3199396,"Las Cruces, NM",-106.7636538
42.5834228,"Fitchburg, MA",-71.8022955
45.4562158,"Tillamook, OR",-123.8440137
39.5820026,"Carlisle, OH",-84.3202194
35.96063839999999,"Knoxville, TN",-83.9207392
40.8317563,"Lansford, PA",-75.88242079999998
42.65836609999999,"Rochester Hills, MI",-83.14993220000002
27.7691937,"Treasure Island, FL",-82.7689906
42.88644679999999,"Buffalo, NY",-78.8783689
33.8752935,"Corona, CA",-117.5664384
41.5119761,"New Lenox, IL",-87.9656098
39.608949,"Spring Valley, OH",-84.0077105
47.9654304,"Coulee Dam, WA",-118.9761322
38.9916726,"Prairie Village, KS",-94.6335684
41.6763545,"South Bend, IN",-86.25198979999998
40.4234058,"Duncansville, PA",-78.433903
46.32374229999999,"Sunnyside, WA",-120.0086538
33.3703197,"Buckeye, AZ",-112.58377659999998
39.2673283,"Ellicott City, MD",-76.7983067
28.2441768,"New Port Richey, FL",-82.7192671
38.4095298,"Barboursville, WV",-82.29459229999998
35.108493,"New Bern, NC",-77.04411429999998
39.2720509,"Catonsville, MD",-76.73191609999998
41.251824,"Glenwood, NJ",-74.4873918
41.9161361,"East Windsor, CT",-72.55787990000002
36.3047735,"Hendersonville, TN",-86.6199957
36.0597177,"Antioch, TN",-86.6715948
36.1626638,"Nashville, TN",-86.78160159999999
38.8338816,"Colorado Springs, CO",-104.8213634
43.66293839999999,"Caldwell, ID",-116.6873596
37.9715592,"Evansville, IN",-87.5710898
39.2533328,"Ely, NV",-114.874248
29.2858129,"Ormond Beach, FL",-81.05588940000001
26.4614625,"Delray Beach, FL",-80.07282009999999
32.7972176,"Dateland, AZ",-113.5410267
39.512923,"Lake Shelbyville, IL",-88.7084888
45.2212415,"Mulino, OR",-122.5816605
35.1595182,"Cleveland, TN",-84.8766115
47.6062095,"Seattle, WA",-122.33207079999998
38.5911751,"White Plains, MD",-76.94236719999998
34.8697395,"Sedona, AZ",-111.7609896
40.3356483,"Reading, PA",-75.9268747
35.108476,"Lake Wiley, NC",-81.04285379999997
38.7669954,"Bridgeton, MO",-90.4115057
38.9748351,"Cape May Wildwood Crest, NJ",-74.8335015
44.76305670000001,"Traverse City, MI",-85.62063169999998
28.802861199999995,"Sanford, FL",-81.269453
37.3488827,"Cortez, CO",-108.5859265
28.4831682,"Springhill, FL",-82.5369872
41.4832665,"Oakdale, CT",-72.15938419999998
37.77817020000001,"Beckley, WV",-81.18815570000002
40.0256531,"Wrightsville, PA",-76.5299655
39.5069974,"Oxford, OH",-84.74523099999998
38.4087993,"Elk Grove, CA",-121.3716178
46.35267329999999,"Brainerd, MN",-94.2020084
42.5173058,"Lanesboro, MA",-73.22815959999998
28.0222435,"Winter Haven, FL",-81.7328567
40.75839000000001,"Mansfield, OH",-82.51544709999997
33.538652299999995,"Glendale, AZ",-112.1859866
26.7153424,"West Palm, FL",-80.0533746
40.5795317,"Staten Island, NY",-74.1502007
40.8827374,"Uinta Mountian Range, UT",-109.29707659999998
35.0886963,"Conway, AR",-92.4421011
43.7764258,"Scarborough, ON",-79.2317521
33.4151843,"Mesa, AZ",-111.8314724
41.26131289999999,"Montello, NV",-114.1941831
33.993486700000005,"West Columbia, SC",-81.0739825
37.50593320000001,"Henrico, VA",-77.3324425
41.9220496,"Smithfield, RI",-71.54951009999998
47.3053186,"Grand Isle, ME",-68.1519797
33.668077200000006,"Lake Elsinore, CA",-117.3272615
38.984652,"Bethesda, MD",-77.09470920000003
35.4749235,"Moraine, OK",-97.35852159999999
40.7250986,"Bayshore, NY",-73.2453946
42.3319904,"Becket, MA",-73.0829366
41.7001009,"Warwick, RI",-71.4161671
40.33692720000001,"Johnstown, CO",-104.9121967
42.9113098,"Hampton Beach, NH",-70.81348179999998
43.28563370000001,"Loudon, NH",-71.46726509999998
32.792,"El Centro, CA",-115.5630514
40.372048,"Perkasie, PA",-75.29267600000001
33.757054100000005,"Vernon, AL",-88.1089185
41.6885978,"Coventry, RI",-71.56420759999997
37.9716898,"Garden City, KS",-100.8726618
39.1653182,"Montrose, IL",-88.37921159999998
27.2544906,"Jensen Beach, FL",-80.22976969999998
38.40157809999999,"Yountville, CA",-122.3608105
41.1797865,"Tobyhanna, PA",-75.41789940000002
45.0051213,"Silverton, OR",-122.7831455
42.2464123,"Oakwood Hills, IL",-88.24286149999998
30.633261800000003,"Georgetown, TX",-97.6779842
44.9192844,"Dallas, OR",-123.3170472
34.101487299999995,"Woodstock, GA",-84.5193754
42.51954,"Salem, MA",-70.8967155
39.3738041,"Stagecoach, NV",-119.3740567
36.3302284,"Visalia, CA",-119.2920585
43.83319779999999,"Baldwin, ME",-70.7781171
38.4603917,"Selbyville, DE",-75.2207437
41.2306979,"Milford, CT",-73.064036
38.9068445,"Georgetown, CA",-120.8385462
34.2596475,"Sunland, CA",-118.3082747
38.0049214,"Antioch, CA",-121.805789
34.0007104,"Columbia, SC",-81.0348144
42.63195820000001,"Essex, MA",-70.78293149999998
38.7296252,"Placerville, CA",-120.798546
41.3894905,"North Ridgeville, OH",-82.01903209999998
40.7659783,"Patchogue, NY",-73.01934299999998
41.7691235,"Burlington, CT",-72.9648388
39.1102587,"Palisade, CO",-108.3509193
27.7518284,"St. Petersburg, FL",-82.6267345
42.9658907,"Kenmore, NY",-78.870036
40.0481941,"Rosston, IN",-86.28881170000002
39.1031182,"Cincinnati, OH",-84.5120196
34.5229255,"Jalama Beach, CA",-120.4204466
37.15541839999999,"Short Gap, CT",-81.87431059999999
40.1753485,"Mount Pleasant, OH",-80.79786309999999
39.4084249,"Pine Grove, CO",-105.3232433
36.5297706,"Clarksville, TN",-87.3594528
43.2341813,"Muskegon, MI",-86.24839209999998
36.8507689,"Norfolk, VA",-76.28587259999998
40.9148209,"Montville, NJ",-74.383763
36.4508117,"Cottontown, TN",-86.5365329
40.4311796,"Blairsville, PA",-79.26086900000001
41.5192189,"Mayfield Hts, OH",-81.45789599999998
43.0581768,"Manlius, NY",-75.96954649999998
28.291955699999995,"Kissimee, FL",-81.40757099999998
41.92270560000001,"Richmond, UT",-111.8135571
29.2108147,"Daytona Beach, FL",-81.02283309999999
36.2574941,"Old Hickory, TN",-86.64777480000002
34.9492586,"Hiawassee, GA",-83.7573948
35.22570070000001,"Oakboro, NC",-80.3289521
32.2217429,"Tucson, AZ",-110.926479
28.161404600000004,"Davenport, FL",-81.60174169999998
42.73481020000001,"Brookline, NH",-71.6581267
35.007369700000005,"Fort Mill, SC",-80.94507589999998
47.9543375,"Deer Park, WA",-117.476891
44.31062410000001,"Augusta, ME",-69.7794897
37.0965278,"St. George, UT",-113.5684164
40.7127753,"New York, NY",-74.0059728
37.0617563,"Essie, KY",-83.4518525
40.5764456,"La Rue, OH",-83.38464420000003
41.4500844,"Narraganssett, RI",-71.44950299999998
45.1258332,"Litchfield, MN",-94.5283333
41.7417714,"Onset, MA",-70.6578104
33.494170399999994,"Scottsdale, AZ",-111.9260519
39.4562099,"Martinsburg, WV",-77.96388689999998
34.1489719,"Sherman Oaks, CA",-118.451357
34.2073196,"Cumming, GA",-84.14019259999998
41.9428801,"Mitchell, NE",-103.8096301
38.5449065,"Davis, CA",-121.7405167
34.0122346,"Chino, CA",-117.688944
41.63143779999999,"Marlborough, CT",-72.459634
42.5144566,"Warren, MI",-83.01465259999998
37.1184318,"Whitesburg, KY",-82.8268265
40.691613200000006,"West Valley, UT",-112.0010501
38.8119527,"Belton, MO",-94.5318982
30.246036100000005,"Gulf Shores, AL",-87.70081929999998
42.928698,"Sandown, NH",-71.1870053
38.7011626,"Overland, MO",-90.3623381
34.730368799999994,"Huntsville, AL",-86.5861037
34.5362184,"Victorville, CA",-117.2927641
41.1536674,"Kent, OH",-81.3578859
39.2339348,"Ellettsville, IN",-86.6250008
40.9792645,"Ridgewood, NJ",-74.11653129999998
42.40920379999999,"Grosse Pointe Farms, MI",-82.8918587
45.5060682,"Rice Lake, WI",-91.738225
42.44191670000001,"Moorland, IA",-94.2960772
22.0881391,"Kapaa, HI",-159.33798180000005
34.1425078,"Glendale, CA",-118.255075
34.9147921,"Alex, OK",-97.7786493
42.9906361,"Nelson, NH",-72.13091659999998
43.6333219,"Waupun, WI",-88.72955189999998
39.3398382,"Linwood, NJ",-74.5751557
44.0462362,"Springfield, OR",-123.0220289
40.0325817,"Exton, PA",-75.6274583
39.9537358,"Toms River, NJ",-74.1979458
33.173176899999994,"Hogansville, GA",-84.914936
45.0502435,"Arden Hills, MN",-93.1566112
42.245926,"Leicester, MA",-71.90868429999998
44.3683156,"Pierre, SD",-100.3509665
40.3451566,"Berks County, PA",-75.9927652
36.0990393,"Louisburg, NC",-78.30110599999998
40.7062104,"West Islip, NY",-73.3062302
40.5728403,"Carrollton, OH",-81.0856532
34.3058279,"Sylmar, CA",-118.4571974
30.5168639,"Niceville, FL",-86.48217199999998
47.30732279999999,"Auburn, WA",-122.22845320000002
40.55759860000001,"Woodbridge, NJ",-74.2846022
48.1919889,"Kalispell, MT",-114.31681299999998
44.7394103,"Rosemount, MN",-93.1257723
40.1534476,"Spring Lake, NJ",-74.0281925
33.7205771,"Indio, CA",-116.2155619
41.223,"Ogden, UT",-111.9738304
44.0108074,"Howard, SD",-97.526736
36.0726354,"Greensboro, NC",-79.79197540000001
42.78702089999999,"Rotterdam, NY",-73.97095829999998
42.5369783,"Martin, MI",-85.64168459999998
42.5629668,"Twin Falls, ID",-114.4608711
40.5186809,"Altoona, PA",-78.3947359
41.44933899999999,"Newbury, OH",-81.27390729999998
29.1658158,"South Daytona, FL",-81.0044995
41.70367110000001,"West Warwick, RI",-71.5215024
41.1768888,"Riverdale, UT",-112.0038311
47.8290456,"Lincoln, WA",-118.414992
47.1282275,"Oakesdale, WA",-117.24268229999998
34.1083449,"San Bernardino, CA",-117.2897652
46.4004089,"Lewiston, ID",-117.001189
41.7014912,"Fall River, MA",-71.1550451
42.7284117,"Troy, NY",-73.69178509999998
34.2279298,"Sun Valley, CA",-118.3812562
44.5874877,"Franklin, ME",-68.23160539999999
48.2185838,"Viking, MN",-96.4058804
41.55199520000001,"Mayfield, OH",-81.4392828
42.2711311,"Rockford, IL",-89.09399520000002
42.6651965,"Macomb, MI",-82.92864279999998
42.2411344,"Crystal Lake, IL",-88.31619649999998
41.5853107,"Orland Hills, IL",-87.8431078
39.4290415,"Joppa, MD",-76.35570279999997
45.28956549999999,"Estacada, OR",-122.3336963
37.9461438,"Wheatland, MO",-93.401034
35.2472869,"Newcastle, OK",-97.59976
34.373361,"Newhall, CA",-118.5400404
40.554887,"Piscataway, NJ",-74.4642861
45.0952417,"Corcoran, MN",-93.5474577
33.9424658,"Moreno Valley, CA",-117.2296717
47.6101497,"Bellevue, WA",-122.2015159
33.56041679999999,"Aiken, SC",-81.71955329999999
41.4218208,"Sandy Hook, CT",-73.2833176
38.113349,"Woodford, VA",-77.40924670000003
38.049365,"Benicia, CA",-122.1585777
41.3647193,"Bennington, NE",-96.1577968
37.136425,"Eastern Shore, VA",-75.96459999999998
31.6129701,"West Green, GA",-82.73458509999998
39.6978871,"Rising Sun, MD",-76.06272659999998
35.0526641,"Fayetteville, NC",-78.87835849999998
40.9995386,"East Stroudsburg, PA",-75.1812913
41.6716479,"Marstons Mills, MA",-70.42357249999998
36.4275477,"Greenbrier, TN",-86.80471990000002
35.497105,"Pikeville, NC",-77.98193119999998
35.0456297,"Chattanooga, TN",-85.3096801
44.6614039,"Grayling, MI",-84.7147512
35.8240265,"Lexington, NC",-80.2533838
48.7519112,"Bellingham, WA",-122.4786854
47.20426810000001,"Enumclaw, WA",-121.9915003
32.9341893,"Keller, TX",-97.229298
33.8732279,"Little River, SC",-78.61417979999997
47.4291201,"Olalla, WA",-122.5462666
46.6620478,"Chehalis, WA",-122.9640175
47.4543498,"Harrison, ID",-116.7854567
47.6587802,"Spokane, WA",-117.4260465
47.3087121,"Black Diamond, WA",-122.0031692
47.38093350000001,"Kent, WA",-122.2348432
35.686975200000006,"Santa Fe, NM",-105.937799
33.396503,"Pilot Point, TX",-96.9605608
44.861964500000006,"Chanhassen, MN",-93.5323103
43.0605671,"Brookfield, WI",-88.1064787
26.6167555,"Lake Worth, FL",-80.06844790000002
41.8781136,"Chicago, IL",-87.62979820000002
42.99637720000001,"Hawarden, IA",-96.4891976
44.4197558,"Hammond, NY",-75.72531540000001
44.52357920000001,"Stevens Point, WI",-89.574563
40.6096698,"West Jordan, UT",-111.9391031
33.9412127,"Norcross, GA",-84.2135309
33.780538799999995,"Cathedral City, CA",-116.4668036
41.8444735,"Clinton, IA",-90.1887379
44.0014186,"Orange County, VT",-72.4003713
40.8257625,"Lincoln, NE",-96.6851982
36.3728538,"Bentonville, AR",-94.2088172
36.3320196,"Rogers, AR",-94.1185366
34.0900091,"Covina, CA",-117.8903397
61.2180556,"Anchorage, AK",-149.90027780000003
40.4211798,"Monroeville, PA",-79.78810240000001
45.2611,"Ramsey, MN",-93.45
41.2200946,"Dingmans Ferry, PA",-74.87127989999998
41.7747878,"Coudersport, PA",-78.02056019999998
44.5439375,"Colchester, VT",-73.1479068
35.6970547,"Weaverville, NC",-82.56068509999999
43.1339545,"Durham, NH",-70.9264393
44.34830720000001,"Buffalo, WY",-106.6989375
41.4475686,"South Kingstown, RI",-71.52466700000002
45.2998418,"Wilsonville, OR",-122.7737062
43.0881256,"Kittery, ME",-70.73613700000001
34.2408403,"Green Valley Lake, CA",-117.0772605
40.486427,"Kokomo, IN",-86.13360329999998
32.431581300000005,"Beaufort, SC",-80.6698286
40.1039592,"Winterset, OH",-81.4165046
28.967194,"Pleasanton, TX",-98.4786269
33.4417915,"Texarkana, AR",-94.0376881
34.618447100000004,"Williamston, SC",-82.47790529999997
47.2528768,"Tacoma, WA",-122.4442906
43.2561251,"North Muskegon, MI",-86.26756000000002
42.32228,"Westfield, NY",-79.5781027
35.6094648,"Rock Springs, NM",-108.8292535
37.665978,"Glen Allen, VA",-77.5063739
43.5445959,"Sioux Falls, SD",-96.73110340000001
32.9857275,"Ladson, SC",-80.1098123
44.95816440000001,"Lincoln City, OR",-124.0178914
38.94782670000001,"Moscow Mills, MO",-90.9181916
37.0433863,"Nixa, MO",-93.294353
47.7504469,"Grand Marais, MN",-90.3342727
27.3364347,"Sarasota, FL",-82.53065269999998
35.4868032,"Cornelius, NC",-80.86007359999998
38.0932834,"Assateague Island, MD",-75.20706440000002
47.4956579,"North Bend, WA",-121.7867775
44.0247062,"Oshkosh, WI",-88.5426136
28.187790000000003,"Holiday, FL",-82.73954540000003
39.613321,"Littleton, CO",-105.0166498
36.24542570000001,"Epsom, NC",-78.32860649999998
39.6837226,"Newark, DE",-75.74965720000002
39.5296329,"Reno, NV",-119.8138027
44.0880682,"Richmond, ME",-69.80257879999999
47.0528789,"Graham, WA",-122.2942839
41.8875281,"Geneva, IL",-88.3053525
38.95170529999999,"Columbia, MO",-92.3340724
41.5381535,"Meriden, CT",-72.80704349999998
40.3641184,"Pleasant Grove, UT",-111.73854
48.0573924,"Springdale, WA",-117.7413489
43.8109804,"Rushford, MN",-91.7490143
37.0965278,"Saint George, UT",-113.5684164
44.89254830000001,"Hutchinson, MN",-94.3692926
38.57670170000001,"Jefferson City, MO",-92.1735164
39.2689476,"Loveland, OH",-84.26382600000002
36.2695388,"Owasso, OK",-95.8547119
33.931859100000004,"La Habra, CA",-117.946137
34.8641446,"Rosamond, CA",-118.1634075
39.33212620000001,"West Chester, OH",-84.41726659999998
42.7345339,"Pelham, NH",-71.3245067
28.9005446,"Deltona, FL",-81.26367379999998
41.7453829,"Buzzards Bay, MA",-70.618087
38.6631083,"Chesterfield, MO",-90.5770675
33.695162700000004,"Manning, SC",-80.21091340000002
38.26058,"Deepwater, MO",-93.7729902
38.440429,"Santa rosa, CA",-122.7140548
33.8160058,"North Myrtle Beach, SC",-78.68001600000002
39.8637086,"New Oxford, PA",-77.0558143
46.2784365,"Takhlakh Lake, WA",-121.5960876
41.14045489999999,"Gretna, NE",-96.2436842
38.0684692,"Waynesboro, VA",-78.8894682
41.9721816,"Cumberland, RI",-71.4061876
35.7079146,"Asheboro, NC",-79.8136446
43.6187102,"Boise, ID",-116.2146068
40.01147110000001,"Everett, PA",-78.37334840000003
33.3942655,"Roswell, NM",-104.5230242
47.82093010000001,"Lynnwood, WA",-122.3151314
26.1224386,"Fort Lauderdale, FL",-80.13731740000001
39.643065,"Arlington, IN",-85.5758961
39.70289229999999,"Glassboro, NJ",-75.1118422
35.54655169999999,"Washington, NC",-77.05217420000002
28.182893,"Wesley Chapel, FL",-82.3641751
47.0042643,"Roy, WA",-122.539846
45.38400770000001,"Tualatin, OR",-122.7639851
31.603512899999995,"Nacogdoches, TX",-94.6554874
34.095287,"Alhambra, CA",-118.1270146
32.6734636,"Grand Saline, TX",-95.7094069
40.3301898,"Saratoga Springs, UT",-111.9044877
41.9994722,"Hanover Park, IL",-88.1450735
34.2793576,"Granada Hills, CA",-118.5021527
41.7759301,"Manchester, CT",-72.52150089999998
43.3270251,"Strafford, NH",-71.184232
42.1034549,"Copake, NY",-73.54992490000002
44.2519526,"Cadillac, MI",-85.40116189999998
40.740375,"Nazareth, PA",-75.3096237
44.6496868,"Lakeville, MN",-93.24271999999999
43.32284620000001,"Fulton, NY",-76.4171585
34.5794343,"Palmdale, CA",-118.11646129999998
44.52634219999999,"Cody, WY",-109.0565308
